id,name,process_code,description,process_description
data/random_tenders/667760-2024,Europese aanbesteding voor een onderwijspartner inzake PSA (Personeels- en salarisadministratie diensten).,open,"Deze aanbesteding heeft betrekking op de Europese aanbesteding voor het contracteren van een sterke onderwijspartner die kan voorzien in de diensten personeels- en salarisadministratie. OVO Zaanstad zoekt daarbij niet alleen het uitvoeren van de gevraagde diensten, maar ook (of vooral) een partner die de onderwijservaring kan inbrengen en gevraagde en ongevraagde adviezen en uitvoeringen. De Aanbestedende dienst wenst dit doel te realiseren door middel van de Europese aanbesteding PSA, waar de ‘inschrijving met de beste prijs-kwaliteitverhouding’ (‘Beste-PKV’) het uitgangspunt is. De raming per jaar voor deze opdracht ligt op circa € 120.000,- inclusief BTW.",
data/random_tenders/677889-2024,Raamovereenkomst groot onderhoud elementenverhardingen gemeente Ridderkerk,open,"De locatie waar de werkzaamheden plaatsvinden is binnen de gemeentegrenzen van de gemeente Ridderkerk. Het werk bestaat hoofdzakelijk uit:
- Het uitvoeren van groot onderhoud straatwerk (elementenverharding).
- Het uitvoeren van herinrichtingswerken.
- Het uitvoeren van Riolerings- en drainagewerken.
- Het oplossen/uitvoeren van werkzaamheden bij calamiteiten.
- Alle bijkomende werken. Zie o.a. paragraaf 2.5 van de aanbestedingsleidraad.",
data/random_tenders/671022-2024,Procesbegeleider LOB en Ouderbetrokkenheid -Nationaal Programma Rotterdam Zuid - cluster MO,restricted,"Jij bent van je kennis delen over LOB en ouderbetrokkenheid  en het zorgen voor draagvlak en verbinding bij de betrokken partners. Vanuit de praktijk initieer je de acties en zorg je waar nodig voor verbeteringen in het aanbod.
 
",
data/random_tenders/688779-2024,10100048851 - BD - Senior beleidsmedewerker Gegevensbescherming,restricted,Het Bestuursdepartement wenst een Senior beleidsmedewerker Gegevensbescherming in te huren.,
data/random_tenders/671245-2024,WGA-ERD,open,TNO wenst door middel van deze aanbesteding een overeenkomst te sluiten met een partij voor een WGA-Eigenrisicoverzekering 1,
data/random_tenders/668092-2024,10100046773 - DGSC-19 - Inhuur Coördinator pijler kennis van programma Evalueren Samenleving en COVID-19,restricted,DGSC wenst een Coördinator pijler kennis van programma Evalueren Samenleving en COVID-19 in te huren.,
data/random_tenders/690233-2024,Salesforce beheer en doorontwikkeling,open,"De dienst Marketing & Communicatie van Hogeschool Utrecht is op zoek naar een leverancier die Salesforce beheer, support en doorontwikkeling kan leveren. De leverancier dient zowel deel te nemen in Agile ontwikkelteams voor nieuwe innovatie/features, als deel te nemen in het M&C Salesforce sprintteam voor doorontwikkeling van bestaande features en beheer. De volgende diensten maken onderdeel uit van deze aanbesteding:
1.
Beheer fixed;
2.
Beheer flexibel (op afroep);
3.
De verdere doorontwikkeling/implementatie van Salesforce (op afroep);
4.
Support.",
data/random_tenders/699403-2024,EA groothandelsfunctie infuusassortiment,open,zie offerteleidraad 0,
data/random_tenders/668816-2024,10100046521 - NCSC - Inhuur Projectleider Aansluiten Sectoren LDS,restricted,Het NCSC wenst een Projectleider Aansluiten Sectoren LDS in te huren.,
data/random_tenders/677637-2024,NU Stichting Catent - Chromebooks,restricted,"Deze opdracht komt voort uit het DAS OIG Chromebooks, en ziet op de levering van chromebooks voor stichting Catent. 
",
data/random_tenders/675556-2024,Jeugd Ambulant RBL Hernieuwde openstelling,open,Na de aanbesteding Jeugdhulp Ambulant waarvan op 1 augustus jl. de overeenkomsten zijn ingegaan is gebleken dat er onvoldoende dekking cq. Aanbod is op het product 43B11 Logeren. De gemeenten kiezen er derhalve voor dit product middels deze procedure opnieuw open te zetten in de verwachting nieuwe partijen te kunnen contracteren. geen,
data/random_tenders/695049-2024,DAS Planten Bosplantsoen Nieuw Bos De Weelen fase 1,open,DAS Planten Bosplantsoen Nieuw Bos De Weelen fase 1,
data/random_tenders/690549-2024,Elektrische bedrijfswagens,open,"De opdracht betreft de aanschaf van zes (6) 100% elektrisch aangedreven pick-ups en drie (3) 100 % elektrisch aangedreven bestelauto’s. De voertuigen worden in gebruik genomen bij het Team Buitendienst en Facilitaire zaken. De voertuigen van Team Buitendienst worden 100% ingezet als voertuigen voor het uitvoeren van beheer en onderhoud aan de openbare ruimten in de gemeente. De ritten zijn kort, veelal minder dan 30 km, en vinden meerdere keren per dag plaats. Het verwacht gemiddeld gebruik van de pick-ups is ongeveer 10.000 km/jaar. Het gebruik van de bestelauto’s varieert tussen de 5.000 en 10.000 km/jaar. Zie voor meer informatie het aanbestedingsdocument. Negen (9) voertuigen. Zie verder het aanbestedingsdocument en het Programma van Eisen.",
data/random_tenders/705538-2024,Landmeetkundige werkzaamheden - Leidingen verzamelkaart (LVZK),open,De Opdracht gaat over het op afroep en naar behoefte uitvoeren van diverse Leidingen verzamelkaart (LVZK) projecten binnen het gehele grondgebied van de gemeente Rotterdam. ,
data/random_tenders/684015-2024,Beschermd Wonen,restricted,"De opdracht omvat het bieden van de maatwerkvoorziening Beschermd Wonen (BW) aan inwoners van de BOCE-Gemeenten met een indicatie BW – conform deze indicatie –, waaronder: 
Het leveren van een actieve bijdrage aan de transformatie van BW door Aanbieder. Hieronder wordt verstaan het uitwerken van de ontwikkelopgaven en meewerken aan de totstandkoming van nieuw beleid en de uitvoering daarvan. Van Aanbieders wordt verwacht dat zij aanwezig zijn tijdens bijeenkomsten die in dat kader worden ingepland.
Het begeleiden van Cliënten met een (psychische) kwetsbaarheid die tijdelijk niet zelfstandig kunnen wonen, maar hier wel perspectief op hebben.
Het afstemmen van ondersteuning op de ondersteuningsbehoefte van Cliënt. Het doel is om toe te werken naar zelfstandig wonen, waarbij Cliënten zoveel mogelijk in de eigen sociale omgeving wonen en begeleid en ondersteund worden richting herstel, stabiliteit, zelfredzaamheid en participatie.
Samenwerking met andere Aanbieders om de beste ondersteuning te bieden.

",
data/random_tenders/678120-2024,Hart-longmachines,neg-wo-call,"Het sluiten van overeenkomsten betreffende levering, installatie en onderhoud van 5 stuks Hart-longmachines inclusief toebehoren en licenties.","Na evaluatie / marktonderzoek (site-visit en proefplaatsing) blijkt enkel de Hart-longmachine van Spectrum aan de onderstaande eisen van het Maastricht UMC+ te voldoen:

1) Mogelijkheid om minimaal 7 drukken te meten;
2) Drukmeting dient plaats te vinden middels Edwards transducers (PX serie);
3) Mogelijkheid om VAVD (vacuüm assisted venous drainage) toe te passen (geïntegreerd in de gasblender/ventilation system);
4) Mogelijkheid om layout beeldscherm/cockpit zelf te configureren (bijvoorbeeld welke druk komt waar in beeld) t.b.v. o.a. mini MVP / MVR  procedures;
5) Mogelijkheid tot monitoring op afstand;
6) Mogelijkheid om 5 flows te meten inclusief bubbledetectie.
"
data/random_tenders/665338-2024,Levering en onderhoud elektrische personenwagens,open,"De VRFGV wenst het huidige wagenpark te vervangen en daarmee te verduurzamen en te standaardiseren. Onderhavige aanbesteding heeft betrekking op de levering en het onderhoud van elektrische personenwagens welke geen repressieve taak hebben en voornamelijk worden ingezet voor het vervoer van personen.

Zie Beschrijvend Document voor een volledige beschrijving van de Opdracht. Betreft de levering en het onderhoud van 18 elektrische personenwagens in het B- of C segement. De VRFGV behoudt zich het recht voor om tijdens de looptijd van de Overeenkomst inzake de koop- en levering tot een maximum van 4 elektrische personenwagens extra te kopen. Deze extra personenwagens dienen door de Leverancier te worden geleverd en onderhouden conform de voorwaarden die zijn opgenomen in de Overeenkomsten.

Daarnaast wordt er één elektrische personenwagen in het D-segement of hoger gekocht. Voor de levering en het onderhoud van deze personenwagen maakt de VRFGV gebruikt van de zogeheten 'percelenregeling'.",
data/random_tenders/667895-2024,Landelijk - Aanschaf en onderhoud keukenapparatuur,open,Raamovereenkomst voor aanschaf en onderhoud van keukenapparatuur. Maximale opdrachtwaarde € 1.700.000,
data/random_tenders/664304-2024,Droog maaien – winter bloten met klepelmaaier en klepelen (schouw)paden september t/m maart,open,Droog maaien – winter bloten met klepelmaaier en klepelen (schouw)paden september t/m maart,
data/random_tenders/663966-2024,Q3-2024 Publicatie van gegunde opdrachten DAS - Dynamisch aankoopsysteem casco operationele voertuigen,oth-single,"Publicatie van gegunde opdracht Q3-2024 (juli t/m september). Extern buiten de DAS gegund na geen of geen geschikte aanbiedingen: 22 occasions uit diverse RDC-segmenten.

Het doel van het dynamisch aankoopsysteem voor casco operationele voertuigen is om te voorzien in rechtmatige en doelmatige aanschaf van zowel nieuwe als gebruikte voertuigen, onderdelen en het laten uitvoeren van reparaties, het onderhoud en de levering van banden (ROB) aan deze voertuigen. Deze aanbesteding omvat de verwerving van operationele voertuigen in zoveel mogelijk merken en typen in alle RDC segmenten voor nieuwe Personenvoertuigen en occasions.",
data/random_tenders/697692-2024,NU Educare - Laptops,restricted,"Het betreft hier een opdracht voor de levering van laptops ten behoeve van Stichting Educare. 
Deze opdracht is gepubliceerd in het DAS OIG Laptops.

",
data/random_tenders/691154-2024,Tractor met maaiarm,open,"De opdracht gaat over de levering van een tractor met maaiarm met klepelmaaier. 0,01",
data/random_tenders/702779-2024,Bouwrijpwerkzaamheden De Suikerzijde Noordoost,open,"Het uit te voeren werk is gelegen aan het voormalige Suikerunie terrein in Groningen.
De werkzaamheden vinden plaats aan de Oostzijde van het voormalige terrein waar zich de vloeivelden bevinden. 
Het werk bestaat in hoofdzaak uit:
a. Opruimwerkzaamheden
b. Grond ontgraven
c. Grond vervoeren
d. Grond verwerken
e. Aanbrengen voorbelasting
f. Aanbrengen verticale drainage
g. Aanbrengen riolering
h. Maken doorvoer door stalen damwand
i, Aanbrengen persleiding
j. Aanbrengen cunet drainage
k. Aanbrengen elementenverhardingen
l. Aanbrengen asfaltverhardingen €5 mln",
data/random_tenders/683255-2024,Gunningen DAS Samenwerkingsorganisatie de wolden-hoogeveen Q3 2024,neg-wo-call,"Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de samenwerkingsorganisatie de wolden-hoogeveen. 1,00 euro",Betreft de kwartaalrapportage van Q3-2024 van de gegunde opdracht van het DAS van de samenwerkingsorganisatie de wolden - hoogeveen
data/random_tenders/676676-2024,AV15850 Trainee Beleidsmedewerker Groen,neg-wo-call,"Wij zijn op zoek naar een junior beleidsmedewerker Groen, een rol die ook als trainee in te vullen is. In een traineeconstructie verwachten wij ook een
stuk begeleiding op het vlak van inhoudelijke en persoonlijke ontwikkeling vanuit het bureau dat de kandidaat aanbiedt.
In deze functie krijg je mede een rol als junior projectleider voor het opstellen van de Natuurwaardenkaart.
Naast brede inzet op (borging van) groenbeleid (in de gebiedsontwikkelingen) dient deze jr. projectleider sturing te geven aan het proces om tot een Natuurwaardenkaart te komen, als basis voor concrete natuurinclusieve stappen binnen de gebiedsontwikkelingen. Daarin wordt samengewerkt met senior collega’s, onze stadsecoloog en adviesbureaus. € 243.173,00",gegunde opdracht via DAS-procedure
data/random_tenders/680555-2024,Baarnse bos,open,Baarnse bos,
data/random_tenders/662511-2024,Verzekeringen medische beroepsaansprakelijkheid en goed werkgeverschap,neg-wo-call,"GGD regio Utrecht is voornemens een overeenkomst af te sluiten met Achmea Schadeverzekering voor een verzekering medische beroepsaansprakelijkheid in combinatie met verzekering goed werkgeverschap. Deze verzekeringen kunnen alleen bij Centraal Beheer (handelsnaam van Achmea Schadeverzekeringen) worden afgenomen en wel uitsluitend in combinatie.

Aanbestedende dienst hecht waarde aan transparantie en publiceert
daarom een Aankondiging op grond van vrijwillige transparantie. Ondernemers die bezwaar willen maken tegen deze rechtstreekse gunning dienen binnen 20 kalenderdagen na de publicatie van deze aankondiging op TenderNed bezwaar te maken door het aanspannen van een kort geding bij de Rechtbank Midden-Nederland - Utrecht. Dit betreft een fatale termijn. Medische beroepsaansprakelijkheid: 477 medewerkers.
Goed Werkgeverschap: 570 fte.",Uit marktverkenning is gebleken dat Centraal Beheer (handelsnaam van Achmea Schadeverzekeringen) de enige aanbieder is van een verzekering tegen medische beroepsaansprakelijkheid én dat een verzekering ‘goed werkgeverschap’ uitsluitend in combinatie met een verzekering tegen medische beroepsaansprakelijkheid kan worden afgenomen.
data/random_tenders/665307-2024,Leermiddelen,open,"De Opdracht betreft het leveren van Leermiddelen aan, en het uitvoeren van diensten voor het Gefaciliteerde Leermiddelenfonds voor de locatie: Heliomare De Velst. Zie aanbestedingsdocumenten",
data/random_tenders/691477-2024,Media-inkoop,open,"Omgevingsdienst Haaglanden wenst een raamovereenkomst te sluiten met één opdrachtnemer voor het leveren van diensten welke verbonden zijn aan het inkopen van mediaruimte, ook wel Media-inkoop genoemd.

Zie voor meer informatie de aanbestedingsstukken.

Alle ondernemers die aan de eisen voldoen worden uitgenodigd een inschrijving in te dienen. Dat kan zelfstandig, als samenwerkingsverband en/of door een beroep te doen op derden en/of onderaannemers. De omvang van de opdracht wordt geraamd op € 80.000,- per jaar. Totaal betreft de omvang (inclusief eventuele verlengingen) € 320.000,-. De opdrachtwaarde van de overeenkomst wordt gemaximeerd op € 480.000,- gerekend over een looptijd van 4 jaar. 

De hierboven genoemde omvang is slechts bedoeld als indicatie. Opdrachtnemer kan hier op geen enkele wijze rechten aan ontlenen. Omgevingsdienst Haaglanden heeft geen afnameverplichting en geeft geen omzetgarantie. Alle genoemde bedragen zijn exclusief btw.",
data/random_tenders/686276-2024,Bedrijfskleding en PBM's 2024,open,"Levering van bedrijfskleding en PBM's
Reinigingservice
Vermaak/reparatieservice zie inschrijvingsleidraad",
data/random_tenders/678244-2024,"Landmeetkundige Diensten, GR Samenwerking A2-Gemeenten",open,"De opdracht bestaat uit landmeetkundige diensten, in het bijzonder: de landmeetkundige inwinning van de BGT-mutatievoorraad. LV-BGT staat voor de Landelijke Voorziening Basisregistratie Grootschalige Topografie.

De opdrachtnemer voert onder deze noemer vier hoofdactiviteiten uit:
1. Downloaden van de werkvoorraad uit Geovisia-online.
2. Uitvoeren van de meting op locatie.
3. Uitwerken van de resultaten van de meting in een (digitaal) leveringsbestand.
4. Uploaden van het leveringsbestand in de LV-BGT.

De overeenkomst wordt aangegaan voor een periode van minimaal drie jaar en maximaal vijf jaar. De ingangsdatum van de overeenkomst is 1 januari 2025.
",
data/random_tenders/677369-2024,NU Stichting Catent - Touchscreens,restricted,"Deze opdracht komt voort uit het DAS OIG Touchscreens, en ziet op de levering van touchscreens met liften voor Stichting Catent. 
",
data/random_tenders/674380-2024,Inboedeltransport bij gedwongen huisontruiming,open,"Indien woonverblijven gedwongen dienen te worden ontruimd, is de gemeente verantwoordelijk voor het meevoeren en opslaan van inboedel. De gemeente Rotterdam kiest ervoor om de afvoer, opslag, teruggave en/of eventuele vernietiging van de inboedel aan te besteden en een opdrachtnemer te contracteren middels deze aanbesteding. 
 
",
data/random_tenders/702388-2024,Dynamisch aankoopsysteem t.b.v. inhuur extern personeel,open,"Op 31 december 2024 eindigt de dienstverleningsovereenkomst voor het huidige Dynamisch Aankoop Systeem (hierna: DAS) voor de inhuur van extern personeel (schaal 9 en hoger) voor gemeente Noordoostpolder, gemeente Urk en de Omgevingsdienst Flevoland & Gooi en Vechtstreek (hierna: OFGV).

De drie aanbestedende diensten doorlopen deze aanbestedingsprocedure ten behoeve van het contracteren van een nieuwe dienstverlener voor het dynamisch aankoopsysteem t.b.v. de inhuur van extern personeel. Circa 70 uitvragen per jaar voor de drie deelnemende aanbestedende diensten gezamenlijk.",
data/random_tenders/662172-2024,Gebied Zuid-West - BBV ZW Zeeland 2025 M-004987,oth-single,"De aanbesteding vindt plaats als een niet-openbare procedure op grond van het ARN2016 Deel II alsmede de Europese als oproep tot mededinging gepubliceerde Erkenningsregeling ProRail (EP2019), branchedeel Spooraannemers.

Realisatie BBV Zuid-West Zeeland: 
Diensten en Werken ten behoeve van bovenbouwvernieuwing in
het kader van functiehandhaving en op diverse locaties op de
onderstaande trajecten in het planjaar 2025.
De scope omvat de volgende werkzaamheden en het uit te
voeren werk is gelegen in gebied Zuid-West 
Geo 119 - Lage Zwaluwe – Dordrecht
Geo 126 – Roosendaal – Roosendaal Grens
Geo 127 – Roosendaal – Vlissingen
Geo 129 Terneuzen Aansluiting - Terneuzen
Geo 131 - Sas van Gent - Terneuzen Aansluiting
Geo 545 - Roosendaal
Geo 557 - Terneuzen Aansluiting
Geo 625 - Lage Zwaluwe
Geo 801 - Moerdijk Industrieterrein
Geo 817 - Vlissingen Sloehaven
Geo 818 - Terneuzen Dow Chemical
Geo 852 - Axel Axelse vlakte zie aanbestedingsdossier",
data/random_tenders/692907-2024,Sanitaire voorzieningen gemeente Nijmegen en WerkBedrijf Rijk van Nijmegen,open,"Het doel van deze aanbesteding is het sluiten van een raamovereenkomst met één opdrachtnemer die zorgt voor het leveren van sanitaire voorzieningen en bijbehorende dienstverlening op de verschillende locaties.  
",
data/random_tenders/690491-2024,Leveren Verkeersmateriaal  (waaronder verkeersborden),open,"De gemeente Stichtse Vecht heeft behoefte aan een leverancier voor de levering van verkeersmateriaal waaronder tenminste wordt verstaan; verkeersborden en wegbebakening (verkeersborden, flespalen, bevestigingsmaterialen, schrikhekplanken e.d.). 294.000,00",
data/random_tenders/690801-2024,EA Visma Roxit VTH-applicatie,neg-wo-call,"SWO De Wolden-Hoogeveen is voornemens om de Overeenkomst voor de VTH-applicatie Rx.Mission, met Visma Roxit te verlengen. 
De overeenkomst gaat in op 01-01-2024. De initiële looptijd van de overeenkomst betreft vier jaar en kan daarna nog tweemaal met twee jaar verlengd worden.
Met een beroep op de onderhandelingsprocedure zonder aankondiging vooraf (artikel 2.32, eerste lid onder b onder 2 Aanbestedingswet 2012, met toepassing van artikel 4.16 e.v. Aanbestedingswet 2012) bekend te maken aan de markt teneinde belanghebbenden in de gelegenheid te stellen om eventuele bezwaren tegen deze procedure kenbaar te maken.
Indien belanghebbende bezwaar heeft tegen dit voornemen dan dient u dit binnen een termijn van 20 dagen (vervaltermijn) na publicatie van deze aankondiging kenbaar te maken middels de daarvoor bestemde rechtsmiddelen aan de Aanbestedende Dienst. 1",Zie bijlage.
data/random_tenders/703673-2024,Ingenieursdiensten Zaanstad,restricted,"De gemeente Zaanstad wenst met één partij een raamovereenkomst af te sluiten voor de uitvoering van ingenieursdiensten, voor de komende twee (2) jaar, met een optie tot verlenging van twee (2) keer één (1) jaar. De beoogde ingangsdatum van de overeenkomst is 12-11-2024.

Wij hebben een voorkeur voor een middelgroot ingenieursbureau met kennis van de regio. De definitieve opdrachtformulering, het Programma van Eisen en uitgebreide informatie over de opdracht wordt toegestuurd aan de gegadigden die worden uitgenodigd om offerte uit te brengen. Gemeente Zaanstad is voornemens om vijf (5) gegadigden uit te nodigen die offerte mogen uitbrengen. Indien het aantal gegadigden dat niet wordt uitgesloten en dat aan de geschiktheidseisen en/of selectiecriteria voldoet lager is dan vijf maar groter of gelijk aan twee, kan gemeente Zaanstad de procedure voort zetten door die gegadigde(n) uit te nodigen die aan de geschiktheidseisen voldoen. De omvang van de opdracht (ingenieursdiensten) bedraagt 350.000 euro per jaar. De totale omvang van de opdracht voor vier jaar is daarmee 1.400.000 euro.",
data/random_tenders/694358-2024,Gebiedsproducten en adviesdiensten CID,open,"De doelstelling van de aanbesteding is het afsluiten van een raamovereenkomst met drie partijen/consortia die via deelopdrachten de projectorganisatie CID kunnen gaan ondersteunen bij het opstellen van de producten voor deelgebieden en de daarvoor benodigde adviezen kunnen gaan geven om tot die producten te komen alsook benodigde adviezen kunnen gaan geven bij concrete bouwinitiatieven in het CID-gebied.

Concreet wordt een dienst uitgevraagd: er zullen twee type werkzaamheden worden afgenomen onder de raamovereenkomst: 1) Producten voor de ruimtelijke en programmatische ontwikkeling in het CID, en 2) Overige deelproducten en adviezen.

De capaciteitsvraag heeft met name betrekking op de volgende disciplines/werkzaamheden: stedenbouwkundig ontwerp, landschapsarchitectuur/inrichting openbare ruimte, planologisch advies. ",
data/random_tenders/660429-2024,Administratiekantoor,open,"De aan te besteden opdracht wordt als volgt gedefinieerd: 

Het conform alle gestelde eisen uitvoeren van de personele- en financiële administratie ten behoeve van en gedeeltelijk samen met Atlant basisscholen alsmede het inzetten van systemen die nodig zijn om de administratie uit te voeren conform huidige situatiebeschrijving en eisen/wensen. Hierbij is Opdrachtnemer verantwoordelijk voor de conversie en de inrichting van de systemen.

Buiten de scope van de opdracht
•	de levering (rechtstreeks of via derden) van een (begrotings)tool waarmee simultaan verschillende toekomstscenario’s gesimuleerd kunnen worden 
•	Opstellen van begrotingen
•	Opstellen van managementrapportages Op basis van de historische data is de omvang circa: € 180.000 exclusief btw per jaar. 

Daar in de komende contractperiode bepaalde dienstverlening niet meer afgenomen gaat worden, is de verwachting dat omvang krimpt ten opzichte van de huidige situatie.",
data/random_tenders/676073-2024,Adviseur Risicobeheersing,neg-wo-call,"Adviseur Risicobeheersing, specifieke expertise. De VRZHZ gaat na de zomervakantie starten met het aanbesteden van een DAS voor inhuur van personeel. 

De VRZHZ is voornemens de opdracht te verlengen in ieder geval totdat de DAS is ingesteld. De periode van inhuur is in ieder geval tot en met 31 december 2023, met een optionele verlenging van maximaal 6 maanden tot uiterlijk 30 juni 2024",procedure is komen te vervallen
data/random_tenders/664441-2024,ROK Bos en Natuurbeheer,open,"Het werk bestaat in hoofdzaak uit:
a. Maaien gras en kruidachtigen;
b. Verwijderen begroeiing en bomen;
c. Onderhoud wegen;
d. Herstel zandwegen;
e. Onderhoud watergangen en poelen;
f. Onderhoud stuwen en duikers;
g. Onderhoud terreinmeubilair;
h. Diverse bijkomende werkzaamheden Zie aanbestedingsdocument.",
data/random_tenders/663911-2024,Mobiele telefonie abonnementen,open,"Doel en beoogd resultaat van de Tender
De UM streeft ernaar haar interne gebruikers te voorzien van een mobiel abonnement met een hoge betrouwbaarheid en tegen een concurrerend tarief. Daarnaast wil ze gebruikers een (beperkte) keuze aanbieden van de abonnementsvorm die het beste bij deze gebruikers past. 

Het doel van deze Tender is het aangaan van een Raamovereenkomst met 1 Leverancier voor het leveren van  mobiele telefonie abonnementen voor een initiële periode van 2 jaar met een eenzijdige mogelijkheid tot verlenging door de UM van 2 maal 1 jaar. Maximale duur van de Raamovereenkomst is derhalve 4 jaar. De maximale contractwaarde bedraagt € 662.830 exclusief btw. Dit bedrag is een indicatie, Aanbieders kunnen hieraan derhalve geen rechten ontlenen. 
De Raamovereenkomst eindigt hetzij bij het bereiken van de einddatum dan wel bij overschrijding van de maximale opdrachtwaarde. 

Buiten scope van deze Tender
Mobiele toestellen, vaste telefonie en de telefonie infrastructuur vallen buiten de scope van deze Tender.

Huidige situatie
Op dit moment beschikt de UM over 1.717 abonnementen, die als volgt zijn onder te verdelen: 
1.383 spraak en internet. 
      88 uitsluitend spraak. 

Daarnaast : 
 246 data abonnementen voor tablets en/of laptop.

Onze huidige provider is Odido. Het contract bestaat uitsluitend uit mobiele abonnementskosten, toestellen zijn hierin niet meegenomen. Het aantal abonnementen is onderhevig aan invloeden als toe- en afname van medewerkers. Aanbieders kunnen derhalve geen rechten ontlenen met betrekking tot de af te nemen abonnementen gedurende de contractperiode.


",
data/random_tenders/688226-2024,EA Gladheidbestrijding,open,"De gemeente Stichtse Vecht heeft behoefte aan een leverancier voor de levering van diensten t.b.v. gladheidbestrijding waaronder tenminste wordt verstaan;
-	Strooien op bruggen en viaducten;
-	Strooien op wegen en fietspaden;
-	Sneeuwruimen op wegen en fietspaden;
-	Plaatsen, verwijderen en vullen zoutkisten;
-	Inzetten werknemers en materieel op afroep. 1800000,00",
data/random_tenders/689085-2024,Raamovereenkomst inhuur ICT- Professionals t.b.v. Dienst ICT Uitvoering,open,"De dienstverlening betreft het aan Dienst ICT Uitvoering ter beschikking stellen van ICT-Professionals op inhuurbasis, waarbij medewerkers werkzaamheden of prestaties verrichten ten behoeve van bovengenoemde dienst zonder dat er een arbeidsovereenkomst door welke oorzaak dan ook tussen de medewerker en Opdrachtgever tot stand komt. Voor de periode van vier jaar: 

Geraamde totale opdrachtwaarde € 330.000.000 
Maximale totale opdrachtwaarde € 396.000.000

Alle bedragen zijn exclusief btw.",
data/random_tenders/660443-2024,Diensten voor het meten en monitoring van milieu-impact,open,"De opdracht bestaat uit het leveren van diensten voor de meting en monitoring van de milieu-impact van
projecten in de openbare ruimte. De omvang van de totale opdracht bedraagt naar verwachting € 250.000 - €500.000 per jaar, met een
maximum van € 2,0 miljoen gerekend over de hele looptijd van de overeenkomst.",
data/random_tenders/682805-2024,Managed SOC dienstverlening,neg-w-call,"De aanbesteding heeft betrekking op:
1. De overgang naar en inbedding van de managed SOC-dienstverlener inclusief overname huidige dienstverlening. 
2. Het uitvoeren en onderhouden van SOC-dienstverlening en het functioneel beheren van de in scope van de dienst zijnde security applicaties.
3. In samenwerking met PNB het doorontwikkelen van de SOC-dienstverlening. richtbedrag € 3.700.000,-",
data/random_tenders/684461-2024,Voorselectie voor inschrijvers van de realisatie en onderhoud van het milieupark gemeente Assen,restricted,"een goede samenwerkingspartij te vinden die met de gemeente kan meedenken, haar kan stimuleren en waar nodig sturen, in de realisatie en exploitatie van een nieuw milieupark en een aangename werkplek. Een minimale uitstoot van CO2 en stikstof tijdens de bouwfase en tijdens de exploitatie zijn het uitgangspunt. 5,4 miljoen",
data/random_tenders/703244-2024,Doorlopende CAR verzekering,open,"Doelstelling van deze aanbestedingsprocedure is het selecteren van één geschikte Dienstverlener of meerdere geschikte Dienstverleners waarmee een overeenkomst met betrekking tot
de doorlopende CAR-verzekering van de Gemeente ‘s-Hertogenbosch wordt aangegaan. 

Voor meer informatie verwijzen we u naar het Beschrijvend document. De verwachting is dat voor de komende jaren de volgende gemiddelde omzetten worden bereikt:
-	Sport & Recreatie € 5 mln. per jaar
-	Maatschappelijk Vastgoed (onderhoud gebouwen) € 15 mln. per jaar
-	Openbare ruimte € 20 mln. per jaar 
-	Stadsontwikkeling € 15 mln. per jaar
Kortom de komende jaren ligt onze gemiddelde omzet rond de € 55 mln. per jaar.",
data/random_tenders/689491-2024,DBME IKC Nunspeet Oost,comp-dial,"De gemeente Nunspeet en het schoolbestuur CNS willen een nieuwbouw IKC realiseren waar CNS en samenwerkingspartners kinderopvang SKN en peuterspeelzaal SPCP gebruik van gaan maken. De nieuwe locatie voor het IKC is in Nunspeet Oost. De opdracht betreft het ontwerp, de realisatie, het onderhoud en een energievolume garantie (DBME). De omvang is circa 3.346 m2 BVO",
data/random_tenders/682945-2024,Senior Java Ontwikkelaar WMO -  Cluster BCO,restricted,"Jij bent van programmeren voor een wereldstap. Programmeren is je passie en je vindt het mooi om voor een wereldstad oplossingen te verzinnen, om de burger beter van dienst te zijn en efficiencywinst voor de stad te realiseren.

",
data/random_tenders/670251-2024,Wijksteunpunt,open,"De doelstelling van deze aanbesteding is om één Inschrijver te contracteren. Deze Inschrijver is verantwoordelijk om vanuit één Wijksteunpunt te fungeren als eerste aanspreekpunt voor inwoners van gemeente Edam-Volendam bij hulp- en ondersteuningsvragen. Passend bij deze nieuwe start zoekt Opdrachtgever naar een nieuwe, passende en pakkende naam voor dit Wijksteunpunt. De overeenkomst gaat in op 1 januari 2025 en kent een initiële duur van twee (2) jaar tot 31 december 2026. Vervolgens heeft de gemeente twee (2) maal de eenzijdige verlengingsoptie om de overeenkomst met twee (2) jaar stilzwijgend te verlengen tot maximaal 31 december 2030.",
data/random_tenders/698091-2024,Vrijwillige transparantie - RIS Matching en Vroeg Eropaf,neg-wo-call,"Aankondiging vrijwillige transparantie ten behoeve van het sluiten van een overeenkomst met Xxllnc. 

Het gaat om een opdracht softwareapplicaties RIS Matching en Vroeg Eropaf Looptijd van 48 maanden",Uit marktonderzoek is gebleken dat marktwerking ontbreekt om technische redenen. Dit is ook gemotiveerd in de aankondiging van het gunningsvoornemen. Gedurende de bezwaartermijn zijn geen aanvullende bezwaren ontvangen.
data/random_tenders/691149-2024,Oudeland van Strijen tweemaal maaien en afvoeren,open,Oudeland van Strijen tweemaal maaien en afvoeren,
